ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region,region_distribution/51/percentage,region_distribution/51/region,region_distribution/52/percentage,region_distribution/52/region,region_distribution/53/percentage,region_distribution/53/region,region_distribution/54/percentage,region_distribution/54/region,region_distribution/55/percentage,region_distribution/55/region,region_distribution/56/percentage,region_distribution/56/region,region_distribution/57/percentage,region_distribution/57/region,region_distribution/58/percentage,region_distribution/58/region,region_distribution/59/percentage,region_distribution/59/region,region_distribution/60/percentage,region_distribution/60/region,region_distribution/61/percentage,region_distribution/61/region,region_distribution/62/percentage,region_distribution/62/region,region_distribution/63/percentage,region_distribution/63/region,region_distribution/64/percentage,region_distribution/64/region,region_distribution/65/percentage,region_distribution/65/region,region_distribution/66/percentage,region_distribution/66/region,region_distribution/67/percentage,region_distribution/67/region,region_distribution/68/percentage,region_distribution/68/region,region_distribution/69/percentage,region_distribution/69/region,region_distribution/70/percentage,region_distribution/70/region,region_distribution/71/percentage,region_distribution/71/region,region_distribution/72/percentage,region_distribution/72/region,region_distribution/73/percentage,region_distribution/73/region,region_distribution/74/percentage,region_distribution/74/region,region_distribution/75/percentage,region_distribution/75/region,region_distribution/76/percentage,region_distribution/76/region,region_distribution/77/percentage,region_distribution/77/region,region_distribution/78/percentage,region_distribution/78/region,region_distribution/79/percentage,region_distribution/79/region,region_distribution/80/percentage,region_distribution/80/region,region_distribution/81/percentage,region_distribution/81/region,region_distribution/82/percentage,region_distribution/82/region,region_distribution/83/percentage,region_distribution/83/region,region_distribution/84/percentage,region_distribution/84/region,region_distribution/85/percentage,region_distribution/85/region,region_distribution/86/percentage,region_distribution/86/region,region_distribution/87/percentage,region_distribution/87/region,region_distribution/88/percentage,region_distribution/88/region,region_distribution/89/percentage,region_distribution/89/region,region_distribution/90/percentage,region_distribution/90/region,region_distribution/91/percentage,region_distribution/91/region,region_distribution/92/percentage,region_distribution/92/region,region_distribution/93/percentage,region_distribution/93/region,region_distribution/94/percentage,region_distribution/94/region,region_distribution/95/percentage,region_distribution/95/region,region_distribution/96/percentage,region_distribution/96/region,region_distribution/97/percentage,region_distribution/97/region,region_distribution/98/percentage,region_distribution/98/region,region_distribution/99/percentage,region_distribution/99/region,region_distribution/100/percentage,region_distribution/100/region,region_distribution/101/percentage,region_distribution/101/region,region_distribution/102/percentage,region_distribution/102/region,region_distribution/103/percentage,region_distribution/103/region,region_distribution/104/percentage,region_distribution/104/region,region_distribution/105/percentage,region_distribution/105/region,region_distribution/106/percentage,region_distribution/106/region,region_distribution/107/percentage,region_distribution/107/region,region_distribution/108/percentage,region_distribution/108/region,region_distribution/109/percentage,region_distribution/109/region,region_distribution/110/percentage,region_distribution/110/region,region_distribution/111/percentage,region_distribution/111/region,region_distribution/112/percentage,region_distribution/112/region,region_distribution/113/percentage,region_distribution/113/region,region_distribution/114/percentage,region_distribution/114/region,region_distribution/115/percentage,region_distribution/115/region,region_distribution/116/percentage,region_distribution/116/region,region_distribution/117/percentage,region_distribution/117/region,region_distribution/118/percentage,region_distribution/118/region,region_distribution/119/percentage,region_distribution/119/region,region_distribution/120/percentage,region_distribution/120/region,region_distribution/121/percentage,region_distribution/121/region
"MAKING A CASE FOR JOE BIDEN (updated)

More than just that he polls well against Donald Trump...

And let's start off by saying that that is NOT to be ignored.

Joe Biden has had a consistent edge over the other Democratic candidates in head-to-head polling against Trump. In national surveys going back to last March, Biden kicks Trump's butt, with the average of the most recent polls being a 9 point edge. That number is about +6.5 for Bernie Sanders, +3.6 for Elizabeth Warren, and +3.2 for Kamala Harris. Additionally Biden polls much better  against Trump than other candidates in swing states. Biden is the only Democratic candidate who leads Trump in states like Texas and Arizona.

But right now, let's get past the nitpicking about gaffes and comments Joe Biden made in the early 1970s and let's focus on some things that Biden brings to the table.

In terms of the sheer number of issues Biden influenced during his time in the Obama administration, foreign policy and fiscal issues are among many items in Biden's portfolio. Back in 2010 it was Biden's office that primarily  orchestrated the handover of Iraq to the Iraqis. It is Biden's view of  Afghanistan that, bit by bit, came to dominate thinking inside the 2014 withdrawal plan. On financial reform it was Biden who prodded an  indecisive Obama to embrace Paul Volcker's idea of barring banks from risky trading, according to Austan Goolsbee, formerly the head of  Obama's Council of Economic Advisers. Biden also tilted the discussion  in favor of a bailout of the Big Three auto companies, according to Jared Bernstein, Biden's former economic adviser. ""I think he made a  difference in president's thinking,"" Bernstein said. ""He understood the  importance of the auto companies to their communities, and throughout the country.""

Thanks to his decades in the Senate, Biden came  to the job of VP with a deep understanding of the way the federal  government operates, which enabled him to oversee projects that spanned different agencies and different branches. Most importantly, he was in charge of implementing the American Recovery and Reinvestment Act (Recovery Act), which was one of the administration’s great unsung successes. It involved a huge amount of  work and coordination, and by every account Biden performed  exceptionally well at it. Just the fact that they managed to distribute  over three-quarters of a trillion dollars without any major scandals of  graft or theft was an extraordinary accomplishment.

Biden led the successful administration effort to gain Senate approval for the New START treaty. (Strategic Arms Reduction Treaty) This is a nuclear arms  reduction treaty between the United States and the Russian Federation  with the formal name of Measures for the Further Reduction and Limitation of Strategic Offensive Arms. It was signed on April 8th, 2010  in Prague and, after ratification, entered into force on February 5th,  2011. It is expected to last at least until 2021.

Biden declared his support for marriage equality on national television in 2012 — three days before Barack Obama did. He’s been a champion of LGBTQ  Rights, and made big waves when he said, “It’s going to become a  political liability in the near term for an individual to say, ‘I oppose  gay marriage.’ Mark my words,” in a 2012 interview with the Human  Rights Campaign’s Chad Griffin. His support for the LGBTQ community  continued throughout his vice presidency. Biden officiated a same-sex  wedding at the vice presidential residence in Washington D.C., marrying two longtime White House staffers, BuzzFeed reported.

At the 2016 State of the Union address, Obama announced the establishment of Cancer Moonshot, an initiative led by Biden that would accelerate cancer  research, making more therapies available to more patients, while  improving our ability to prevent cancer and detect it in early stages, according to the National Cancer Institute. Moonshot came almost a year after Biden’s son Beau died of brain cancer in May of 2015 at age 46.

Biden's 1994 Violence Against Women Act was reauthorized in 2000, 2005, and 2013. The act led to further related developments in the creation  of the White House Council on Women and Girls, begun in the first term,  as well as the White House Task Force to Protect Students from Sexual  Assault, begun in January 2014 with Biden as co-chair along with Valerie Jarrett. Biden has a strong stance on sexual assault. For example, Biden stated to a victim of sexual assault at Stanford University, ""you did it ... in the hope that your strength might prevent this crime from  happening to someone else. Your bravery is breathtaking."" He has also taken legality into the situation. Biden issued federal guidelines while  presenting a speech at the University of New Hampshire. He stated that  ""No means no, if you're drunk or you're sober. No means no if you're in  bed, in a dorm or on the street. No means no even if you said yes at  first and you changed your mind. No means no.""

Biden was selected to head up a special task force on the issue of gun control  after a school shooting at a Newtown, Connecticut elementary school. Biden delivered solutions for reducing gun violence across the nation to President Obama in January 2013. He helped craft 19 actions that the  president could take on the issue using his power of executive order  among other recommendations.

Among 2020 presidential candidates, Biden has the longest legislative record on climate change. He pioneered some of the earliest climate change legislation in U.S. history. His first climate change bill, introduced in 1986, didn't pass in the Senate. But the following year a version of Biden’s legislation survived as an amendment to a State Department funding bill. President Ronald Reagan went on to sign it into law. The upshot of Biden’s Global Climate Protection Act was to call on the president to set up a task force to plan how to mitigate global warming. The measure also asked him to make climate change a higher priority item on the U.S.-Soviet agenda. Biden supports governmental funding to find new energy sources. He co-sponsored the Sense of the Senate resolution calling on the United States to be a part of the United Nations climate negotiations and the Boxer–Sanders Global Warming Pollution Reduction Act, the most stringent climate bill in the United States Senate. Under Obama, the Recovery Act, implemented by Biden, made the largest single investment in clean energy in history, providing more than $90 billion in strategic clean energy investments and tax incentives to promote job creation and the deployment of low-carbon technologies, and leveraging approximately $150 billion in private and other non-federal capital for clean energy investments.

Joe is skilled at reaching across the aisle to get things done. ""He can sit down in foreign policy or other issues and find a common interest and drive the ideas forward.  Look at what he did with Jesse Helms and Strom Thurmond"" in passing the chemical weapons treaty and crime bills, respectively, in the 1990s, his  former chief of staff (and later successor), Ted Kaufman, noted back  then. ""I mean, Jesse Helms and Strom Thurmond! You don't get more conservative than that.""

Let's remember Biden's debate  performance in 2012. He faced his Republican counterpart, Representative  Paul Ryan, in the lone 2012 vice presidential debate on October 11th in  Danville, Kentucky. There he made a feisty, emotional defense of the Obama administration's record and energetically attacked the Republican  ticket. This helped the Obama campaign regain momentum after Obama's  first lackluster debate performance.

Biden's most important role within the Obama administration was to question assumptions, playing a contrarian role. Obama said that ""The best thing about Joe is  that when we get everybody together, he really forces people to think  and defend their positions, to look at things from every angle, and that  is very valuable for me."" Another senior Obama advisor said Biden ""is  always prepared to be the skunk at the family picnic to make sure we are  as intellectually honest as possible""

And on and on and on.

Is Joe Biden a perfect human being? Of course not. Who is? But is Biden  an intelligent man who could bring a lot of important experience and skill to the White House at a time when we desperately need to be rid of  Donald Trump? Hell yes. And let's once again emphasize Biden polls very  well against Trump compared to other Democratic candidates who either have far less experience, are too ideologically extreme, or both. I say we need Joe Biden.",2019-08-09T17:00:38+0000,Dave Palermo,0,99,1000,4999,0.230643,California,0.173806,Florida,0.050247,Iowa,0.116557,Michigan,0.01318,New Hampshire,0.093081,North Carolina,0.146623,Ohio,0.121911,Pennsylvania,0.053954,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Who do you want to win the 2020 United States presidential election -- President Trump or Joe Biden? We need 1,000 responses in the next 48 hours!",2019-08-09T15:41:12+0000,Duffy for Wisconsin,0,99,0,999,1,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"🚨 MIDNIGHT DEADLINE 🚨

Who do you want to win in 2020 -- President Trump or Joe Biden? Tell us who you want to win before time runs out!",2019-08-09T15:40:45+0000,Duffy for Wisconsin,0,99,0,999,1,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Who will you vote for in the 2020 United States presidential election? President Trump or Joe Biden? Take the poll.,2019-08-09T15:40:45+0000,Duffy for Wisconsin,0,99,0,999,1,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Former Vice President Joseph R. Biden Jr. raised eyebrows on Thursday during a speech in Iowa when he said that “poor kids are just as bright and just as talented as white kids,” an apparent gaffe for a Democratic presidential candidate whose record on race has come under intense scrutiny during the primary.",2019-08-09T15:17:25+0000,Break'n News,0,99,0,999,0.025875,Alabama,0.013699,Oregon,0.003044,Nevada,0.004566,New Hampshire,0.018265,New Jersey,0.00761,New Mexico,0.042618,New York,0.038052,North Carolina,0.003044,North Dakota,0.053272,Ohio,0.022831,Oklahoma,0.024353,Pennsylvania,0.004566,Montana,0.021309,South Carolina,0.03653,Tennessee,0.092846,Texas,0.004566,Utah,0.001522,Vermont,0.025875,Virginia,0.012177,Washington,0.012177,West Virginia,0.016743,Wisconsin,0.001522,Rhode Island,0.00761,Nebraska,0.024353,Missouri,0.004566,Alaska,0.003044,Idaho,0.028919,Arizona,0.013699,Arkansas,0.074581,California,0.00761,Colorado,0.00761,Connecticut,0.004566,Delaware,0.062405,Florida,0.022831,Georgia,0.009132,Hawaii,0.047184,Illinois,0.024353,Mississippi,0.015221,Indiana,0.012177,Iowa,0.010654,Kansas,0.024353,Kentucky,0.012177,Louisiana,0.004566,Maine,0.012177,Maryland,0.022831,Massachusetts,0.04414,Michigan,0.00761,Minnesota,0.004566,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Biden Van is back at it again ready to take a hands-on approach to America's problems! 🤣

Take a ride with Uncle Joe ==> https://www.aafnation.com/products/biden-van?variant=29450805706813",2019-08-09T14:10:18+0000,"AAF Nation, LLC",0,99,1000,4999,0.013489,Alabama,0.063294,Pennsylvania,0.007782,Nevada,0.005966,New Hampshire,0.019974,New Jersey,0.005447,New Mexico,0.051102,New York,0.024903,North Carolina,0.010117,North Dakota,0.058625,Ohio,0.016861,Oklahoma,0.012711,Oregon,0.005447,Rhode Island,0.006744,Montana,0.01297,South Carolina,0.005447,South Dakota,0.019974,Tennessee,0.059144,Texas,0.007263,Utah,0.001297,Vermont,0.022568,Virginia,0.02594,Washington,0.007523,West Virginia,0.033463,Wisconsin,0.01297,Nebraska,0.027756,Missouri,0.002594,Alaska,0.005447,Idaho,0.015564,Arizona,0.011154,Arkansas,0.049546,California,0.024384,Colorado,0.012451,Connecticut,0.003632,Delaware,0.000259,"Washington, District of Columbia",0.044099,Florida,0.023865,Georgia,0.001038,Hawaii,0.046174,Illinois,0.008042,Mississippi,0.028016,Indiana,0.019974,Iowa,0.01738,Kansas,0.018158,Kentucky,0.01323,Louisiana,0.005188,Maine,0.016861,Maryland,0.01738,Massachusetts,0.040208,Michigan,0.031907,Minnesota,0.004669,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Biden Van is back at it again ready to take a hands-on approach to America's problems! 🤣

Take a ride with Uncle Joe ==> https://www.aafnation.com/products/biden-van?variant=29450805706813",2019-08-09T14:10:18+0000,"AAF Nation, LLC",0,99,5000,9999,0.000825,"Washington, District of Columbia",0.056106,Pennsylvania,0.008251,Nevada,0.007151,New Hampshire,0.022002,New Jersey,0.005501,New Mexico,0.042079,New York,0.025853,North Carolina,0.011551,North Dakota,0.05143,Ohio,0.018152,Oklahoma,0.012376,Oregon,0.0044,Rhode Island,0.00495,Montana,0.013201,South Carolina,0.006601,South Dakota,0.020077,Tennessee,0.074807,Texas,0.008526,Utah,0.025578,Virginia,0.024202,Washington,0.009901,West Virginia,0.027503,Wisconsin,0.005501,Wyoming,0.014301,Nebraska,0.029703,Missouri,0.000825,Vermont,0.007151,Idaho,0.015952,Alabama,0.002475,Alaska,0.014301,Arizona,0.009076,Arkansas,0.062156,California,0.018427,Colorado,0.009351,Connecticut,0.003025,Delaware,0.036304,Florida,0.023652,Georgia,0.040979,Illinois,0.009076,Mississippi,0.026678,Indiana,0.022277,Iowa,0.013751,Kansas,0.021727,Kentucky,0.013751,Louisiana,0.00495,Maine,0.022827,Maryland,0.021452,Massachusetts,0.040154,Michigan,0.027778,Minnesota,0.001375,Hawaii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Biden Van is back at it again ready to take a hands-on approach to America's problems! 🤣

Take a ride with Uncle Joe ==> https://www.aafnation.com/products/biden-van?variant=29450805706813",2019-08-09T14:07:53+0000,"AAF Nation, LLC",0,99,1000,4999,0.003008,Vermont,0.021805,Missouri,0.054135,Ohio,0.07218,Texas,0.020301,Colorado,0.049624,Florida,0.044361,Illinois,0.021805,Iowa,0.044361,Michigan,0.019549,Minnesota,0.012782,Mississippi,0.024812,New Jersey,0.016541,South Carolina,0.030827,North Carolina,0.016541,Oklahoma,0.031579,Wisconsin,0.049624,California,0.030075,Georgia,0.031579,Indiana,0.018045,Louisiana,0.009774,Nebraska,0.006767,Nevada,0.041353,Pennsylvania,0.010526,Alabama,0.012782,Maryland,0.006767,Delaware,0.019549,Kentucky,0.005263,Idaho,0.008271,New Hampshire,0.008271,North Dakota,0.003759,Rhode Island,0.000752,Alaska,0.003008,New Mexico,0.018045,Arizona,0.008271,Arkansas,0.015038,Connecticut,0.016541,Kansas,0.006767,Maine,0.001504,Hawaii,0.027068,Massachusetts,0.003008,Montana,0.050376,New York,0.007519,Oregon,0.003759,South Dakota,0.020301,Tennessee,0.006767,Utah,0.015038,Washington,0.011278,West Virginia,0.005263,Wyoming,0.033083,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Biden Van is back at it again ready to take a hands-on approach to America's problems! 🤣

Take a ride with Uncle Joe ==> https://www.aafnation.com/products/biden-van?variant=29450805706813",2019-08-09T14:05:42+0000,"AAF Nation, LLC",0,99,1000,4999,0.001601,"Washington, District of Columbia",0.014145,Oregon,0.00774,Montana,0.010675,Nebraska,0.009608,Nevada,0.025887,New Jersey,0.009074,New Mexico,0.058447,New York,0.027222,North Carolina,0.010675,North Dakota,0.048305,Ohio,0.013611,Oklahoma,0.042968,Pennsylvania,0.008006,Mississippi,0.005071,South Dakota,0.020016,Tennessee,0.057913,Texas,0.011743,Utah,0.030424,Virginia,0.035228,Washington,0.006405,West Virginia,0.020283,Wisconsin,0.004003,Wyoming,0.007473,Arkansas,0.022418,Missouri,0.024019,Minnesota,0.003469,Hawaii,0.002135,Delaware,0.006405,Maine,0.003203,Rhode Island,0.013611,South Carolina,0.002135,Vermont,0.01281,Alabama,0.005604,Alaska,0.02135,Arizona,0.106752,California,0.019215,Colorado,0.012543,Connecticut,0.040833,Florida,0.029624,Michigan,0.023219,Georgia,0.010408,Idaho,0.025354,Illinois,0.019215,Indiana,0.011743,Iowa,0.012543,Kansas,0.01628,Kentucky,0.013611,Louisiana,0.018682,Maryland,0.028556,Massachusetts,0.00774,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Biden Van is back at it again ready to take a hands-on approach to America's problems! 🤣

Take a ride with Uncle Joe ==> https://www.aafnation.com/products/biden-van?variant=29450805706813",2019-08-09T14:03:17+0000,"AAF Nation, LLC",0,99,5000,9999,0.010387,Alabama,0.040652,Pennsylvania,0.012178,Nevada,0.007521,New Hampshire,0.022744,New Jersey,0.002686,New Mexico,0.062679,New York,0.015401,North Carolina,0.01164,North Dakota,0.048532,Ohio,0.010208,Oklahoma,0.010745,Oregon,0.005193,Rhode Island,0.005372,Montana,0.011819,South Carolina,0.006089,South Dakota,0.017729,Tennessee,0.040831,Texas,0.008059,Utah,0.002865,Vermont,0.017371,Virginia,0.01361,Washington,0.006089,West Virginia,0.060888,Wisconsin,0.009491,Nebraska,0.03116,Missouri,0.002686,Alaska,0.004656,Idaho,0.018625,Arizona,0.006984,Arkansas,0.050322,California,0.017013,Colorado,0.016655,Connecticut,0.00197,Delaware,0.000537,"Washington, District of Columbia",0.055874,Florida,0.023102,Georgia,0.002328,Hawaii,0.074319,Illinois,0.005372,Mississippi,0.03904,Indiana,0.026504,Iowa,0.013073,Kansas,0.020774,Kentucky,0.011999,Louisiana,0.006805,Maine,0.009491,Maryland,0.020415,Massachusetts,0.040294,Michigan,0.035638,Minnesota,0.003582,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Biden Van is back at it again ready to take a hands-on approach to America's problems! 🤣

Take a ride with Uncle Joe ==> https://www.aafnation.com/products/biden-van?variant=29450805706813",2019-08-09T14:03:09+0000,"AAF Nation, LLC",100,499,10000,49999,0.014908,Alabama,0.053388,Pennsylvania,0.006943,Nevada,0.006081,New Hampshire,0.021043,New Jersey,0.005328,New Mexico,0.040149,New York,0.027017,North Carolina,0.012163,North Dakota,0.054518,Ohio,0.021366,Oklahoma,0.015661,Oregon,0.002422,Rhode Island,0.009418,Montana,0.012755,South Carolina,0.007373,South Dakota,0.022604,Tennessee,0.082235,Texas,0.009903,Utah,0.002368,Vermont,0.025833,Virginia,0.032722,Washington,0.00958,West Virginia,0.032668,Wisconsin,0.011732,Nebraska,0.026102,Missouri,0.006835,Alaska,0.010279,Idaho,0.017383,Arizona,0.010064,Arkansas,0.050266,California,0.018729,Colorado,0.009472,Connecticut,0.003283,Delaware,0.001076,"Washington, District of Columbia",0.033798,Florida,0.025079,Georgia,0.002583,Hawaii,0.034229,Illinois,0.009795,Mississippi,0.026317,Indiana,0.018191,Iowa,0.014639,Kansas,0.01706,Kentucky,0.0148,Louisiana,0.005005,Maine,0.017383,Maryland,0.017545,Massachusetts,0.038695,Michigan,0.026048,Minnesota,0.005167,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hey Iowa - Thanks for coming out to join us at the Wing Ding! Want to know more about Joe’s plans for Iowa? Click below to join the team today!,2019-08-09T09:19:43+0000,Biden for President,100,499,1000,4999,1,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team Joe will be gathering to show our support for the VP before the Wing Ding! Register here to join us:,2019-08-09T09:05:03+0000,Biden for President,0,99,1000,4999,1,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Join Team Joe at the Wing Ding! We’ll be gathering for a rally before the VP takes the stage on Friday and we want to see YOU there!,2019-08-09T09:05:03+0000,Biden for President,0,99,0,999,1,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
