ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region,region_distribution/51/percentage,region_distribution/51/region,region_distribution/52/percentage,region_distribution/52/region,region_distribution/53/percentage,region_distribution/53/region,region_distribution/54/percentage,region_distribution/54/region,region_distribution/55/percentage,region_distribution/55/region,region_distribution/56/percentage,region_distribution/56/region,region_distribution/57/percentage,region_distribution/57/region,region_distribution/58/percentage,region_distribution/58/region,region_distribution/59/percentage,region_distribution/59/region,region_distribution/60/percentage,region_distribution/60/region,region_distribution/61/percentage,region_distribution/61/region,region_distribution/62/percentage,region_distribution/62/region,region_distribution/63/percentage,region_distribution/63/region,region_distribution/64/percentage,region_distribution/64/region,region_distribution/65/percentage,region_distribution/65/region,region_distribution/66/percentage,region_distribution/66/region,region_distribution/67/percentage,region_distribution/67/region,region_distribution/68/percentage,region_distribution/68/region,region_distribution/69/percentage,region_distribution/69/region,region_distribution/70/percentage,region_distribution/70/region,region_distribution/71/percentage,region_distribution/71/region,region_distribution/72/percentage,region_distribution/72/region,region_distribution/73/percentage,region_distribution/73/region,region_distribution/74/percentage,region_distribution/74/region,region_distribution/75/percentage,region_distribution/75/region,region_distribution/76/percentage,region_distribution/76/region,region_distribution/77/percentage,region_distribution/77/region,region_distribution/78/percentage,region_distribution/78/region,region_distribution/79/percentage,region_distribution/79/region,region_distribution/80/percentage,region_distribution/80/region,region_distribution/81/percentage,region_distribution/81/region,region_distribution/82/percentage,region_distribution/82/region,region_distribution/83/percentage,region_distribution/83/region,region_distribution/84/percentage,region_distribution/84/region,region_distribution/85/percentage,region_distribution/85/region,region_distribution/86/percentage,region_distribution/86/region,region_distribution/87/percentage,region_distribution/87/region,region_distribution/88/percentage,region_distribution/88/region,region_distribution/89/percentage,region_distribution/89/region,region_distribution/90/percentage,region_distribution/90/region,region_distribution/91/percentage,region_distribution/91/region,region_distribution/92/percentage,region_distribution/92/region,region_distribution/93/percentage,region_distribution/93/region,region_distribution/94/percentage,region_distribution/94/region,region_distribution/95/percentage,region_distribution/95/region,region_distribution/96/percentage,region_distribution/96/region,region_distribution/97/percentage,region_distribution/97/region,region_distribution/98/percentage,region_distribution/98/region,region_distribution/99/percentage,region_distribution/99/region,region_distribution/100/percentage,region_distribution/100/region,region_distribution/101/percentage,region_distribution/101/region,region_distribution/102/percentage,region_distribution/102/region,region_distribution/103/percentage,region_distribution/103/region,region_distribution/104/percentage,region_distribution/104/region,region_distribution/105/percentage,region_distribution/105/region,region_distribution/106/percentage,region_distribution/106/region,region_distribution/107/percentage,region_distribution/107/region,region_distribution/108/percentage,region_distribution/108/region,region_distribution/109/percentage,region_distribution/109/region,region_distribution/110/percentage,region_distribution/110/region,region_distribution/111/percentage,region_distribution/111/region,region_distribution/112/percentage,region_distribution/112/region,region_distribution/113/percentage,region_distribution/113/region,region_distribution/114/percentage,region_distribution/114/region,region_distribution/115/percentage,region_distribution/115/region,region_distribution/116/percentage,region_distribution/116/region,region_distribution/117/percentage,region_distribution/117/region,region_distribution/118/percentage,region_distribution/118/region,region_distribution/119/percentage,region_distribution/119/region,region_distribution/120/percentage,region_distribution/120/region,region_distribution/121/percentage,region_distribution/121/region,region_distribution/122/percentage,region_distribution/122/region,region_distribution/123/percentage,region_distribution/123/region
"We’re flying one lucky winner and a guest to see Elizabeth at the third Democratic presidential primary debate in Houston. Want a chance to win? Sign up here to enter!

No contrib. necessary to win. Void w/ prohibited. Ends 8/31/19. Approx. prz value $2250. Subj. to Off. Rules.",2019-08-16T19:23:05+0000,Warren for President,0,99,1000,4999,0.013967,Alabama,0.054795,Pennsylvania,0.003223,Nevada,0.004835,New Hampshire,0.020414,New Jersey,0.008058,New Mexico,0.061778,New York,0.033306,North Carolina,0.001074,North Dakota,0.052109,Ohio,0.011818,Oklahoma,0.015579,Oregon,0.005103,Rhode Island,0.004029,Montana,0.009401,South Carolina,0.004029,South Dakota,0.019339,Tennessee,0.065539,Texas,0.009132,Utah,0.006178,Vermont,0.026323,Virginia,0.034649,Washington,0.007521,West Virginia,0.023368,Wisconsin,0.006446,Nebraska,0.023637,Missouri,0.004566,Alaska,0.006446,Idaho,0.024711,Arizona,0.010207,Arkansas,0.068762,California,0.016922,Colorado,0.011013,Connecticut,0.00376,Delaware,0.003492,"Washington, District of Columbia",0.064733,Florida,0.023637,Georgia,0.002955,Hawaii,0.041096,Illinois,0.006446,Mississippi,0.027934,Indiana,0.006446,Iowa,0.008864,Kansas,0.019071,Kentucky,0.008864,Louisiana,0.006446,Maine,0.019876,Maryland,0.019608,Massachusetts,0.046468,Michigan,0.021488,Minnesota,0.000537,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We’re flying one lucky winner and a guest to see Elizabeth at the third Democratic presidential primary debate in Houston. Want a chance to win? Sign up here to enter!

No contrib. necessary to win. Void w/ prohibited. Ends 8/31/19. Approx. prz value $2250. Subj. to Off. Rules.",2019-08-16T19:23:05+0000,Warren for President,0,99,0,999,0.011198,Alabama,0.045913,Pennsylvania,0.00224,New Hampshire,0.020157,New Jersey,0.007839,New Mexico,0.057111,New York,0.019037,North Carolina,0.00224,North Dakota,0.053751,Ohio,0.017917,Oklahoma,0.007839,Oregon,0.003359,Rhode Island,0.00224,Montana,0.007839,South Carolina,0.00224,South Dakota,0.026876,Tennessee,0.079507,Texas,0.011198,Utah,0.004479,Vermont,0.032475,Virginia,0.017917,Washington,0.014558,West Virginia,0.029115,Wisconsin,0.012318,Nebraska,0.030235,Missouri,0.00224,Alaska,0.004479,Idaho,0.016797,Arizona,0.013438,Arkansas,0.058231,California,0.017917,Colorado,0.012318,Connecticut,0.00112,Delaware,0.006719,"Washington, District of Columbia",0.051512,Florida,0.012318,Georgia,0.00112,Hawaii,0.067189,Illinois,0.007839,Mississippi,0.045913,Indiana,0.007839,Iowa,0.012318,Kansas,0.022396,Kentucky,0.005599,Louisiana,0.005599,Maine,0.015677,Maryland,0.017917,Massachusetts,0.047032,Michigan,0.025756,Minnesota,0.00112,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We’re flying one lucky winner and a guest to see Elizabeth at the third Democratic presidential primary debate in Houston. Want a chance to win? Sign up here to enter!

No contrib. necessary to win. Void w/ prohibited. Ends 8/31/19. Approx. prz value $2250. Subj. to Off. Rules.",2019-08-16T19:23:05+0000,Warren for President,0,99,1000,4999,0.014241,Alabama,0.066254,Pennsylvania,0.002477,Nevada,0.001238,New Hampshire,0.018576,New Jersey,0.009288,New Mexico,0.04582,New York,0.035913,North Carolina,0.002477,North Dakota,0.057585,Ohio,0.01548,Oklahoma,0.016718,Oregon,0.003096,Rhode Island,0.005573,Montana,0.009907,South Carolina,0.004334,South Dakota,0.02291,Tennessee,0.076161,Texas,0.006811,Utah,0.001858,Vermont,0.031579,Virginia,0.020433,Washington,0.008669,West Virginia,0.024768,Wisconsin,0.005573,Nebraska,0.027864,Missouri,0.001238,Alaska,0.003715,Idaho,0.017957,Arizona,0.009907,Arkansas,0.043963,California,0.018576,Colorado,0.013622,Connecticut,0.005573,Delaware,0.005573,"Washington, District of Columbia",0.05387,Florida,0.032817,Georgia,0.001858,Hawaii,0.043963,Illinois,0.011765,Mississippi,0.040867,Indiana,0.012384,Iowa,0.011765,Kansas,0.021672,Kentucky,0.013003,Louisiana,0.00743,Maine,0.016099,Maryland,0.021672,Massachusetts,0.029721,Michigan,0.022291,Minnesota,0.003096,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Right now, we have an economy and a democracy that favors the wealthy and well-connected. It’s time we save our democracy. It’s time we build an economy that works for everyone and clean up the corruption in Washington. It’s time for big, structural changes. And yes, I have a plan for that. Here’s what my administration will do:
 
• We will pass the biggest anti-corruption plan since Watergate and end lobbying as we know it.
• We will break up big ag. We will break up the big banks. We will break up big tech.
• We will strengthen our unions and give our workers a voice in corporate boardrooms.
• We will pass a 2 cent wealth tax on people with fortunes over $50 million.

And with that money:
  
• We will provide universal child care and universal pre-K.
• We will make public college free and restore our historically black colleges and universities.
• We will cancel student debt for 95% of people who have it.  

When I lead the Democratic Party, we will fight for a better life for every American. Click here to see more about how we’ll win for all Americans.",2019-08-16T18:00:34+0000,Warren for President,0,99,1000,4999,0.992938,Arkansas,0.000471,"Washington, District of Columbia",0.000471,Florida,0.000942,Illinois,0.000471,Kansas,0.000471,Missouri,0.000471,Oklahoma,0.000942,Pennsylvania,0.001883,Tennessee,0.000942,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"• We will pass a 2 cent wealth tax on people with fortunes over $50 million.
• We will pass the biggest anti-corruption plan since Watergate and end lobbying as we know it.
• We will break up big ag. We will break up the big banks. We will break up big tech.
• We will strengthen our unions and give our workers a voice in corporate boardrooms.
• We will provide universal child care and universal pre-K.
• We will make public college free and restore our historically black colleges and universities.
• We will cancel student debt for 95% of people who have it.  

When I lead the Democratic Party, we will fight for big, structural changes like these.

Here’s how we’ll win –  for all Americans.",2019-08-16T18:00:34+0000,Warren for President,0,99,1000,4999,0.000756,Alaska,0.996974,Arkansas,0.000756,California,0.000756,New York,0.000756,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Right now, we have an economy and a democracy that favors the wealthy and well-connected. It’s time we build an economy that works for everyone and clean up the corruption in Washington. It’s time we save our democracy. It’s time for big, structural changes.

I have a plan for that. Click here to see more about how we’ll win for all Americans.",2019-08-16T18:00:34+0000,Warren for President,0,99,0,999,0.002247,Alabama,0.997753,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"There are some Democrats who believe the only way to fix our broken democracy is with little tweaks and nudges. And that if we all just calm down, the Republicans will come to their senses and compromise. We’ve tried that — and it failed. The time for small ideas is over. If we are going to save our democracy, if we are going to build an economy that works for everyone,  if we are going to clean up the corruption in Washington, we need big, structural changes. And yes, I have a plan for that. Here’s what my administration will do:
 
• We will pass a 2 cent wealth tax on people with fortunes over $50 million.
• We will pass the biggest anti-corruption plan since Watergate and end lobbying as we know it.
• We will break up big ag. We will break up the big banks. We will break up big tech.
• We will strengthen our unions and give our workers a voice in corporate boardrooms.
• We will provide universal child care and universal pre-K.
• We will make public college free and restore our historically black colleges and universities.
• We will cancel student debt for 95% of people who have it.  

And here’s how we’ll win.",2019-08-16T18:00:34+0000,Warren for President,0,99,0,999,0.997835,Arkansas,0.002165,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Despite all that's happened so far, it's still mind-boggling that the Trump administration had to be ordered by an appeals court to provide soap and toothbrushes to the immigrant children they've locked up in concentration camps.  ☕☕☕

https://www.clearingouttheclutter.com/2019/08/friday-clutter-trump-concentration-camps-house-judiciary-committee-elizabeth-warren-cat-vaccine-boston-red-sox-patrick-swayze-1.html",2019-08-16T17:46:11+0000,Clearing out the Clutter.  The views expressed are those of the author only.,0,99,0,999,0.178571,California,0.196429,Florida,0.044643,Illinois,0.017857,Massachusetts,0.125,New York,0.071429,Ohio,0.116071,Pennsylvania,0.035714,Tennessee,0.214286,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"It's no secret that this campaign is powered by supporters chipping in what they can to own a piece of this movement. So we’ve decided to take it a step further. When anyone walks into our headquarters in Boston, we want to be able to showcase the names of everyone who makes our campaign what it is: a grassroots movement fueled by the people, through and through.
 
We’re going to cover the walls of Warren HQ in Boston with the names of supporters who make this grassroots movement possible. Our new Grassroots Donor Wall will be a constant reminder of what —and who— our campaign is fighting for.

Chip in anything today to add your name to our Grassroots Donor Wall. 

If you’ve saved your payment information with ActBlue Express, your donation will be automatically processed:

Chip in $3: http://ewar.ren/jbnt
Chip in $10: http://ewar.ren/9oje
Chip in $25: http://ewar.ren/nlmy
Chip in $50: http://ewar.ren/yt0i

http://ewar.ren/jbnt
http://ewar.ren/9oje
http://ewar.ren/nlmy
http://ewar.ren/yt0i",2019-08-16T12:24:50+0000,Warren for President,100,499,10000,49999,0.003814,Alabama,0.043241,Pennsylvania,0.007921,Nevada,0.008331,New Hampshire,0.021415,New Jersey,0.009681,New Mexico,0.089181,New York,0.025816,North Carolina,0.001173,North Dakota,0.030509,Ohio,0.005339,Oklahoma,0.032563,Oregon,0.0044,Rhode Island,0.00352,Montana,0.007393,South Carolina,0.00176,South Dakota,0.011793,Tennessee,0.041598,Texas,0.005163,Utah,0.006571,Vermont,0.022823,Virginia,0.043652,Washington,0.002582,West Virginia,0.017015,Wisconsin,0.006513,Nebraska,0.018071,Missouri,0.004048,Alaska,0.003696,Idaho,0.02165,Arizona,0.004928,Arkansas,0.136998,California,0.028045,Colorado,0.014199,Connecticut,0.002347,Delaware,0.016721,"Washington, District of Columbia",0.039251,Florida,0.020007,Georgia,0.003462,Hawaii,0.047759,Illinois,0.000997,Mississippi,0.017367,Indiana,0.013847,Iowa,0.007041,Kansas,0.010033,Kentucky,0.006982,Louisiana,0.008273,Maine,0.019362,Maryland,0.05034,Massachusetts,0.030627,Michigan,0.018775,Minnesota,0.001408,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grassroots donors are the heart of this campaign, so we’ve decided to cover the walls of Warren HQ in Boston with the names of supporters who make this movement possible. Our new Grassroots Donor Wall will be a constant reminder of what — and who — our campaign is fighting for.

Chip in anything today to add your name to our Grassroots Donor Wall and help elect the best president that money can’t buy. 

If you’ve saved your payment information with ActBlue Express, your donation will be automatically processed:

Chip in $3: http://ewar.ren/61x
Chip in $10: http://ewar.ren/qv7
Chip in $25: http://ewar.ren/4385d
Chip in $50: http://ewar.ren/96ffb",2019-08-16T12:23:37+0000,Warren for President,0,99,5000,9999,0.004987,Alabama,0.045851,Pennsylvania,0.006234,Nevada,0.007896,New Hampshire,0.022995,New Jersey,0.006788,New Mexico,0.102507,New York,0.025488,North Carolina,0.000554,North Dakota,0.030614,Ohio,0.005818,Oklahoma,0.034215,Oregon,0.003463,Rhode Island,0.003186,Montana,0.009281,South Carolina,0.00097,South Dakota,0.012467,Tennessee,0.042388,Texas,0.004571,Utah,0.006095,Vermont,0.021748,Virginia,0.042942,Washington,0.003186,West Virginia,0.012883,Wisconsin,0.004848,Nebraska,0.01787,Missouri,0.002909,Alaska,0.002078,Idaho,0.021194,Arizona,0.004433,Arkansas,0.141155,California,0.026319,Colorado,0.013021,Connecticut,0.002216,Delaware,0.019947,"Washington, District of Columbia",0.038925,Florida,0.018285,Georgia,0.004017,Hawaii,0.046405,Illinois,0.001524,Mississippi,0.014961,Indiana,0.012467,Iowa,0.00845,Kansas,0.010805,Kentucky,0.007203,Louisiana,0.006372,Maine,0.016069,Maryland,0.051946,Massachusetts,0.030614,Michigan,0.017315,Minnesota,0.001524,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Despite all that's happened so far, it's still mind-boggling that the Trump administration had to be ordered by an appeals court to provide soap and toothbrushes to the immigrant children they've locked up in concentration camps.  ☕☕☕

https://www.clearingouttheclutter.com/2019/08/friday-clutter-trump-concentration-camps-house-judiciary-committee-elizabeth-warren-cat-vaccine-boston-red-sox-patrick-swayze-1.html",2019-08-16T11:06:47+0000,Clearing out the Clutter.  The views expressed are those of the author only.,0,99,0,999,0.188119,California,0.158416,Florida,0.069307,Illinois,0.029703,Massachusetts,0.148515,New York,0.118812,Ohio,0.079208,Pennsylvania,0.039604,Tennessee,0.168317,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"While Nancy Pelosi, Chuck Schumer, and Elizabeth Warren are rallying their base to chip away at the 2nd Amendment, we need to DEFEND our freedom to protect our families and ourselves. 

We cannot let a few loud talking heads on the Left drown out the voices of the American people.

Sign the Official Defend the Second Amendment Petition TONIGHT to have your answers reviewed by me, President Trump.",2019-08-16T09:47:28+0000,the Trump Make America Great Again Committee,1000,4999,10000,49999,0.032809,Alabama,0.030302,Pennsylvania,0.006963,Nevada,0.003175,New Hampshire,0.004178,New Jersey,0.000641,New Mexico,0.02022,New York,0.055201,North Carolina,0.003955,North Dakota,0.031945,Oklahoma,0.015095,Oregon,0.001198,Rhode Island,0.007938,Montana,0.02398,South Carolina,0.004512,South Dakota,0.041303,Tennessee,0.117699,Texas,0.006935,Utah,0.001393,Vermont,0.02813,Virginia,0.015374,Washington,0.006879,West Virginia,0.015485,Wisconsin,0.0105,Nebraska,0.040329,Missouri,0.003398,Alaska,0.00855,Idaho,0.030776,Arizona,0.027489,Arkansas,0.026542,California,0.018438,Colorado,0.003509,Connecticut,0.001671,Delaware,5.6E-5,"Washington, District of Columbia",0.095029,Florida,0.050912,Georgia,0.000418,Hawaii,0.030052,Illinois,0.019969,Mississippi,0.011085,Indiana,0.012087,Iowa,0.020053,Kansas,0.022754,Kentucky,0.024843,Louisiana,0.004233,Maine,0.007464,Maryland,0.004317,Massachusetts,0.029327,Michigan,0.015625,Minnesota,0.005264,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"While Nancy Pelosi, Chuck Schumer, and Elizabeth Warren are rallying their base to chip away at the 2nd Amendment, we need to DEFEND our freedom to protect our families and ourselves. 

We cannot let a few loud talking heads on the Left drown out the voices of the American people.

Sign the Official Defend the Second Amendment Petition TONIGHT to have your answers reviewed by me, President Trump.",2019-08-16T09:47:28+0000,the Trump Make America Great Again Committee,100,499,1000,4999,0.000741,Rhode Island,0.028889,Pennsylvania,0.007037,Nevada,0.002593,New Hampshire,0.004074,New Jersey,0.000741,New Mexico,0.023333,New York,0.046296,North Carolina,0.004074,North Dakota,0.027037,Oklahoma,0.014815,Oregon,0.027407,South Carolina,0.005185,Montana,0.003704,South Dakota,0.034444,Tennessee,0.118519,Texas,0.007037,Utah,0.001111,Vermont,0.031852,Virginia,0.015556,Washington,0.008889,West Virginia,0.02,Wisconsin,0.00963,Nebraska,0.041111,Missouri,0.026667,Alabama,0.00963,Idaho,0.004074,Alaska,0.035185,Arizona,0.020741,Arkansas,0.03,California,0.020741,Colorado,0.004074,Connecticut,0.000741,Delaware,0.093704,Florida,0.051111,Georgia,0.02963,Illinois,0.017037,Mississippi,0.012963,Indiana,0.018519,Iowa,0.021852,Kansas,0.027037,Kentucky,0.02037,Louisiana,0.004815,Maine,0.010741,Maryland,0.004074,Massachusetts,0.031481,Michigan,0.015926,Minnesota,0.004815,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"While Nancy Pelosi, Chuck Schumer, and Elizabeth Warren are rallying their base to chip away at the 2nd Amendment, we need to DEFEND our freedom to protect our families and ourselves. 

We cannot let a few loud talking heads on the Left drown out the voices of the American people.

Sign the Official Defend the Second Amendment Petition TONIGHT to have your answers reviewed by me, President Trump.",2019-08-16T09:47:28+0000,the Trump Make America Great Again Committee,100,499,10000,49999,0.028361,Alabama,0.032038,Pennsylvania,0.009979,Nevada,0.003764,New Hampshire,0.004464,New Jersey,0.000438,New Mexico,0.020046,New York,0.054009,North Carolina,0.003151,North Dakota,0.029412,Oklahoma,0.017332,Oregon,0.001401,Rhode Island,0.008841,Montana,0.023897,South Carolina,0.004552,South Dakota,0.039478,Tennessee,0.122374,Texas,0.009104,Utah,0.001576,Vermont,0.026523,Virginia,0.017244,Washington,0.005252,West Virginia,0.014531,Wisconsin,0.010592,Nebraska,0.039478,Missouri,0.003064,Alaska,0.009979,Idaho,0.032738,Arizona,0.025648,Arkansas,0.028624,California,0.020571,Colorado,0.003326,Connecticut,0.002276,Delaware,0.101716,Florida,0.047794,Georgia,0.00035,Hawaii,0.032826,Illinois,0.015231,Mississippi,0.011467,Indiana,0.012955,Iowa,0.019608,Kansas,0.021271,Kentucky,0.019433,Louisiana,0.004377,Maine,0.007178,Maryland,0.004814,Massachusetts,0.026873,Michigan,0.015144,Minnesota,0.004902,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
